SensorA = target
SensorB = available
{bandsB; cwlsB; beta_hat} = bands, centre wavelengths, and coefficients in comma-delimited form
*) band numbers start counting at zero
**) centre wavelengths are expressed in nm
***) first coefficient listed is the constant

sensorA;bandA;cwlA;sensorB;{bandsB};{cwlsB};{beta_hat};AIC;var_y_given_X
sentinel2;4;664.449162;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;-0.00117460738155, -0.141225115052, 0.209746525748, -0.133807387346, 1.05341562652, 0.00197826911225, 0.00808992802904, -0.00744683286865, 0.0108715578565;-1377.956208;0.000001
sentinel2;4;664.449162;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;-5.27345486335e-05, -0.00393611182415, 0.00939614431949, -0.0103848233694, 0.0228285830178, -0.0308953248971, 0.0206156053356, 0.0106848749753, 1.14429009085, -0.353726169044, 0.192157895086, -0.000905256183224, -0.0062320815479, 0.0778456340424, -0.25796864783, 0.217671688865, -0.0428644686749, 0.158062061944, -0.236269502933, 0.0933265711673, -0.0121438379207, 0.00845679130463;-2030.017893;0.000000
sentinel2;4;664.449162;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;-0.000287507844995, -0.0175488327935, 1.01589618625, -0.0023575029371, 0.00495666920374, -0.00545323956996, 0.00603386000283;-1458.954912;0.000001
sentinel2;4;664.449162;aqua;2, 3, 0, 1, 4, 5;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832;0.000371592612062, 0.078978803204, -0.165977307126, 1.08557776285, 0.00724458490569, -0.0241495052101, 0.0271972167946;-1171.684162;0.000006
sentinel2;4;664.449162;landsat5_tm;0, 1, 2, 3, 4;485.0, 560.0, 660.0, 830.0, 1650.0;-0.00105647363019, 0.0922582459019, -0.166834900622, 1.0915871153, -0.00689586901186, 0.00262209400931;-1371.743026;0.000001
sentinel2;4;664.449162;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.000300000881396, -0.133591702921, 1.15597949189, -0.0554597891615, 0.0211414658361;-1159.077740;0.000007
sentinel2;4;664.449162;terra;2, 3, 0, 1, 4, 5;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053;0.000365204496541, 0.0768202119261, -0.160950306442, 1.08276132314, 0.00704264082663, -0.023668780341, 0.0266115154275;-1177.267557;0.000006
sentinel2;4;664.449162;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00129842740696, -0.0129966511577, 1.04983163895, -0.0520740559286, 0.0123318454666;-1097.276768;0.000011
sentinel2;4;664.449162;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00129842740696, -0.0129966511577, 1.04983163895, -0.0520740559286, 0.0123318454666;-1097.276768;0.000011
sentinel2;4;664.449162;landsat4_tm;0, 1, 2, 3, 4;485.0, 560.0, 660.0, 830.0, 1650.0;-0.00102602383279, 0.0945372715779, -0.175714070153, 1.09816481998, -0.0065262790308, 0.00276229328912;-1368.021041;0.000001
sentinel2;4;664.449162;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.000243672841053, -0.109943474982, 1.14865395957, -0.0818300552979, 0.0329381380023;-1149.635107;0.000007
sentinel2;4;664.449162;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697, 899.753104609;6.32224444443e-05, 0.000650379826828, 0.00888339260266, -0.0481290689351, 0.0379801344154, 0.0015959228272, 0.0177106948609, 0.936926462447, 0.0376125136815, 0.00708592016887, 0.00201563571066, -0.0208383311416, 0.026137119507, 0.00363347612828, -0.0505679530622, 0.0385339445688;-1999.752542;0.000000
sentinel2;4;664.449162;landsat7;0, 1, 2, 3;485.0, 560.0, 660.0, 835.0;-0.00047122834796, 0.0602678885545, -0.0962551988743, 1.04790398877, -0.00257147213156;-1456.732919;0.000001
sentinel2;4;664.449162;rapideye;0, 1, 2, 3, 4;475.0, 555.0, 657.5, 710.0, 805.0;0.000265371697026, 0.0348954268622, -0.0723569754669, 1.06208247169, -0.0229950385237, 0.00404262933654;-1454.524016;0.000001
sentinel2;5;703.886979;landsat8_oli;0, 1, 2, 3, 4, 7, 5;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859;0.00655392256409, 0.281319039431, -1.00976131105, 0.795506637925, 0.785066300877, 0.109834368937, 0.0376232665413, -0.0457390677778;-800.367636;0.000111
sentinel2;5;703.886979;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;-9.29638059104e-05, -0.0713440082913, 0.0764664080855, 0.0401608266271, -0.164796922623, 0.153925018687, -0.0471578682571, 0.000687972115001, 1.09048804165, -2.62456572051, 1.80800142112, 0.771430545757, -0.258662091711, 0.449081065279, -1.11460632982, 0.995460691458, -0.0787346147832, -0.138380632471, 0.259307005585, -0.224156627887, 0.0973389656738, -0.0206260769728;-1561.533448;0.000000
sentinel2;5;703.886979;sentinel3_slstr;0, 1, 2;555.0, 659.0, 865.0;0.000976822303658, 0.092299967138, 0.80771344748, 0.184883266217;-748.290035;0.000179
sentinel2;5;703.886979;aqua;2, 3, 0, 1;466.07150204, 553.917076647, 645.8403499, 856.877853417;0.00759573124635, -0.618726273534, 0.533863238292, 0.873655381153, 0.116313259099;-800.840642;0.000116
sentinel2;5;703.886979;landsat5_tm;0, 1, 2, 3;485.0, 560.0, 660.0, 830.0;0.00759334133678, -0.675364162735, 0.812059905022, 0.65703950183, 0.118786996176;-807.840096;0.000109
sentinel2;5;703.886979;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.0121577711581, -0.27647022675, 1.02218551099, 0.444149341099, -0.193193250022;-834.172042;0.000089
sentinel2;5;703.886979;terra;2, 3, 0, 1;465.742398799, 553.736229817, 646.295673296, 856.47984028;0.00756896868563, -0.620123457053, 0.536533099851, 0.871761218688, 0.116502232321;-800.680283;0.000116
sentinel2;5;703.886979;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.00813699193585, -0.181759799354, 1.0270522122, 0.144587599336, -0.0276103735938;-804.247247;0.000113
sentinel2;5;703.886979;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.00813699193585, -0.181759799354, 1.0270522122, 0.144587599336, -0.0276103735938;-804.247247;0.000113
sentinel2;5;703.886979;landsat4_tm;0, 1, 2, 3;485.0, 560.0, 660.0, 830.0;0.00762329020165, -0.669106780073, 0.80817487113, 0.65421163868, 0.119416439901;-807.001078;0.000110
sentinel2;5;703.886979;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.012331608524, -0.269723909322, 0.994752425576, 0.474731662173, -0.209649825079;-850.756270;0.000078
sentinel2;5;703.886979;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697;0.000496568269958, -0.0397608707529, 0.192409032726, -0.745630595992, 0.706431109286, -0.154619737005, 0.014777092574, 0.0613435933885, 0.111073750332, 0.881424346389, -0.215344268598, 0.0701668454047, 0.175845896691, -0.381824109715, 0.313292112641;-1430.741156;0.000001
sentinel2;5;703.886979;landsat7;0, 1, 2, 3;485.0, 560.0, 660.0, 835.0;0.00749063010304, -0.746805809991, 0.817279629266, 0.707026419143, 0.119821759923;-803.100762;0.000114
sentinel2;5;703.886979;rapideye;0, 1, 2, 3, 4;475.0, 555.0, 657.5, 710.0, 805.0;0.00390337591494, 0.00725020244964, -0.0875210370602, 0.2742757592, 0.863790145996, -0.0726692819711;-1184.620147;0.000005
sentinel2;6;740.223453;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;-0.00468663908664, 0.13678018304, -1.14671579452, 1.45301573213, -0.175973580394, 0.736015842907, 0.0466552032274, -0.327069087999, 0.273869100123;-743.448621;0.000172
sentinel2;6;740.223453;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;0.000523024916286, 0.107245779633, -0.126922607056, 0.0275242253237, -0.102440657122, 0.130703592616, -0.0597693109059, 0.133373228115, -1.03513713073, 1.08078881166, -0.255697749498, 0.217166646173, 3.02657840977, -2.68934091255, 6.69065997294, -7.63295859276, 1.52064177333, -0.889221340713, 1.1879679507, -0.298617704752, 0.0193625764186, -0.0538742807159;-1407.464393;0.000001
sentinel2;6;740.223453;sentinel3_slstr;0, 1, 2, 3, 4;555.0, 659.0, 865.0, 1375.0, 1610.0;-0.0120524747528, 0.413669699446, 0.0218356914653, 0.796617416369, 0.0314927815838, -0.101492745985;-692.646543;0.000270
sentinel2;6;740.223453;aqua;2, 3, 0, 1, 4, 5, 6;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832, 2113.99922695;-0.000178805979329, -0.907107849016, 1.1883365816, -0.0606792779348, 0.751825435836, -0.0380966359023, -0.185195141231, 0.184004115342;-746.078585;0.000171
sentinel2;6;740.223453;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.00126713519484, -0.904617105815, 1.46802045288, -0.35729349129, 0.755941063055, -0.215766536279, 0.209853370051;-753.971665;0.000163
sentinel2;6;740.223453;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.0012936588831, 0.0674122236631, -0.105898926159, 1.21615516011, -0.16099045725;-981.280092;0.000027
sentinel2;6;740.223453;terra;2, 3, 0, 1, 4, 5, 6;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053, 2114.21403827;-0.000160785498552, -0.906576909404, 1.18545497783, -0.0593100035383, 0.751849949078, -0.0375835601246, -0.184750390934, 0.18370719947;-746.274357;0.000171
sentinel2;6;740.223453;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00166285347139, 0.0510252133472, 0.253547561653, 0.832626699654, -0.0874501662171;-700.494253;0.000258
sentinel2;6;740.223453;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00166285347139, 0.0510252133472, 0.253547561653, 0.832626699654, -0.0874501662171;-700.494253;0.000258
sentinel2;6;740.223453;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.0012986072853, -0.89886969477, 1.47602996136, -0.371255643237, 0.756456371349, -0.218170799001, 0.211737476872;-752.549942;0.000165
sentinel2;6;740.223453;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.000869005733608, 0.0693083307424, -0.163283775852, 1.26586594925, -0.158079902928;-1009.377686;0.000022
sentinel2;6;740.223453;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697;4.27182800364e-05, 0.0649465617885, -0.241864646863, 0.72445853445, -0.596327561111, 0.127834064056, -0.110056479367, -0.154934468841, 0.118527203114, 0.211694427869, 2.2488754544, -0.37323480136, -1.37462555098, 1.4610739045, -1.08745099039;-1253.241525;0.000003
sentinel2;6;740.223453;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;0.000382986101419, -1.00729257695, 1.42217776951, -0.231687524807, 0.751851496084, -0.216948550998, 0.218728602125;-761.030085;0.000154
sentinel2;6;740.223453;rapideye;0, 1, 2, 3, 4;475.0, 555.0, 657.5, 710.0, 805.0;-0.00909828008772, -0.0123386068883, 0.220757506076, -0.625108348002, 0.879813028748, 0.555002191695;-978.817657;0.000027
sentinel2;7;782.473512;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;-0.00461076781149, -0.229336003632, 0.034749114398, 0.36282907861, -0.0896658727342, 0.982641849758, 0.0183679232966, -0.272480079661, 0.225054026194;-931.453246;0.000038
sentinel2;7;782.473512;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;-2.32763267e-05, -0.00704091298515, 0.0121443930618, -0.0106105096704, 0.0199450190448, -0.0180951610614, 0.007739419328, -0.0125516481897, 0.0451885864119, -0.0476328168739, 0.0118759625602, -0.000671576310493, 0.0195516528004, -0.0311051954475, 0.170614897974, -0.418331672247, 1.24065356811, 0.106327045048, -0.160870076525, 0.0833218166389, -0.0133562511229, 0.0031852014249;-2293.276188;0.000000
sentinel2;7;782.473512;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;-0.00494250397508, 0.168654200543, -0.024903032066, 0.991102543027, 0.0140683040793, -0.232620577825, 0.176031086816;-914.697445;0.000045
sentinel2;7;782.473512;aqua;2, 3, 0, 1, 4, 5, 6;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832, 2113.99922695;-0.00027889889076, -0.17232934617, 0.320663927791, -0.0702731746961, 1.01213767132, -0.0931767698046, -0.0821062908224, 0.0941979283822;-960.685185;0.000031
sentinel2;7;782.473512;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.00124962405637, -0.108813839087, 0.27111042387, -0.096773296663, 0.98914961971, -0.157529186673, 0.132747101536;-1020.586907;0.000019
sentinel2;7;782.473512;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.00595260896335, 0.0673846732659, -0.288488873656, 0.980237843575, 0.220635876745;-878.574606;0.000062
sentinel2;7;782.473512;terra;2, 3, 0, 1, 4, 5, 6;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053, 2114.21403827;-0.000244435086769, -0.171686011097, 0.318873017815, -0.0697806475706, 1.01198770289, -0.092705702774, -0.0814137788885, 0.093674004518;-961.977190;0.000030
sentinel2;7;782.473512;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00173494026355, 0.080211422332, 0.0273862043548, 0.992993543955, -0.0614564082637;-1000.326652;0.000023
sentinel2;7;782.473512;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00173494026355, 0.080211422332, 0.0273862043548, 0.992993543955, -0.0614564082637;-1000.326652;0.000023
sentinel2;7;782.473512;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.00122552027955, -0.109476108138, 0.276997031178, -0.10082256891, 0.989289721435, -0.161457417384, 0.135845892397;-1014.929142;0.000020
sentinel2;7;782.473512;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.00720213714977, 0.091314628358, -0.339483538806, 0.968405054389, 0.265382766065;-868.776505;0.000067
sentinel2;7;782.473512;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697, 899.753104609;6.52188001928e-05, 0.00666753010537, -0.0224142251385, 0.0579009157264, -0.0442820692585, 0.0152862366985, -0.0428069126317, 0.0847382364695, -0.0578777026344, 0.00875935072787, -0.0504471681874, -0.0118017154335, 0.999699445196, 0.261332501701, -0.25344599219, 0.051295344213;-1793.355951;0.000000
sentinel2;7;782.473512;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;-0.00142386173516, -0.130719902591, 0.261668935758, -0.0717792706649, 0.987357054149, -0.148237786925, 0.12622707854;-1040.774438;0.000016
sentinel2;7;782.473512;rapideye;0, 1, 2, 3, 4;475.0, 555.0, 657.5, 710.0, 805.0;-0.00390793867476, 0.0529446755228, 0.00540904254713, -0.0774003651547, 0.0532279757105, 0.980946009427;-1191.021534;0.000005
sentinel2;8;835.110187;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;-0.00196062450434, -0.104663550738, 0.0399892832066, 0.121821948803, -0.0289343198551, 0.999144866349, 0.00650643314204, -0.113425417884, 0.0963673929572;-1177.108138;0.000005
sentinel2;8;835.110187;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;-8.69029635828e-05, -0.0260133289792, 0.0432579897711, -0.0368404745367, 0.0796363050196, -0.0760383772017, 0.0319182134302, -0.0488416893132, 0.165146549912, -0.176563661259, 0.0459349979308, 0.00126348129999, 0.0520176987695, -0.0346695078629, 0.354803482996, -0.934546491393, 0.933859737466, 1.04101042903, -0.774561417544, 0.392478447032, -0.0415924322902, 0.00944155600687;-1933.900983;0.000000
sentinel2;8;835.110187;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;-0.00203371901893, 0.0609166579868, -0.00399936115907, 1.00142519305, 0.00520480637063, -0.103166975184, 0.0805959795127;-1146.288875;0.000007
sentinel2;8;835.110187;aqua;2, 3, 0, 1, 4, 5, 6;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832, 2113.99922695;-3.84256228979e-05, -0.0488237706236, 0.0960128752603, -0.0242944086391, 1.01320003103, -0.0427981808358, -0.0182763960684, 0.0309741276673;-1260.907107;0.000003
sentinel2;8;835.110187;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-2.88526130865e-05, 0.00114756154974, 0.00271420789188, 0.000319526312767, 1.00315561743, -0.0139132891367, 0.0109999877265;-1705.073374;0.000000
sentinel2;8;835.110187;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.00549127590102, 0.0136269158313, -0.214802602365, 0.726687477516, 0.458741765092;-896.557509;0.000054
sentinel2;8;835.110187;terra;2, 3, 0, 1, 4, 5, 6;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053, 2114.21403827;-2.80760409136e-05, -0.0480526144613, 0.094588712949, -0.0240621094266, 1.01293152869, -0.0421016562594, -0.0179411731075, 0.0305923575714;-1264.883144;0.000003
sentinel2;8;835.110187;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;8.63881700005e-05, 0.00101012591736, 4.5524590509e-05, 1.00243794248, -0.00179231295202;-1739.790074;0.000000
sentinel2;8;835.110187;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;8.63881700005e-05, 0.00101012591736, 4.5524590509e-05, 1.00243794248, -0.00179231295202;-1739.790074;0.000000
sentinel2;8;835.110187;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-5.73386394072e-05, -0.000639488394445, 0.00753649502221, -0.00125897237518, 1.00335409141, -0.0180984093968, 0.0145153346594;-1636.714490;0.000000
sentinel2;8;835.110187;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.00637135895454, 0.0349795551793, -0.249576864148, 0.697760106913, 0.506578907277;-894.466066;0.000055
sentinel2;8;835.110187;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697, 899.753104609;7.81984731014e-05, 0.0182342600071, -0.056438416137, 0.148035712642, -0.121336233937, 0.0446570222588, -0.10488653353, 0.200163241885, -0.134953301606, 0.0205730314145, -0.0896283443093, 0.00757010194637, 0.376707735999, 1.26912455755, -0.83344701791, 0.26164247091;-1607.104078;0.000000
sentinel2;8;835.110187;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;1.54297579628e-05, 0.00666554649674, -0.00931911889435, 0.00311267546117, 1.00243781361, -0.00290932370809, 0.00242159497965;-1878.044403;0.000000
sentinel2;8;835.110187;rapideye;0, 1, 2, 3, 4;475.0, 555.0, 657.5, 710.0, 805.0;0.00694654737204, -0.0893347462022, 0.0143111927757, 0.121342048034, -0.0997262471145, 1.02754557001;-1108.317570;0.000010
sentinel2;9;864.801258;landsat8_oli;0, 1, 2, 3, 4;442.9585, 482.042, 561.4065, 654.586, 864.667;-1.70812637054e-06, -3.56358794615e-05, 0.00137540958057, -0.00179071673139, 0.000143353224542, 1.00057642563;-2218.057101;0.000000
sentinel2;9;864.801258;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;7.41987600611e-07, 0.000349557741529, -0.0014287706574, 0.00108297844823, 0.00172566184582, -0.00224486373651, 0.000520711680451, -0.000353270376128, 0.00394303077698, -0.00329853206017, -0.00025881584375, 2.44090710151e-05, -0.000778339351644, 0.0146913150546, -0.0235326702396, 0.00543546377264, 0.00549985017159, 1.03172823918, -0.0340643981954, -0.000679035152499, 0.00130013585061, 0.000293836577569;-2641.483284;0.000000
sentinel2;9;864.801258;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;-0.000137378977162, 0.00287634336283, 0.0014396988006, 1.00070940016, 0.000274506143739, -0.00807876998589, 0.00537040358409;-1774.655052;0.000000
